row,Assembly,Length
1947,Ref_Scaff,1023
1948,Ref_Scaff,1023
1949,Ref_Scaff,1022
1950,Ref_Scaff,1022
1951,Ref_Scaff,1022
1952,Ref_Scaff,1022
1953,Ref_Scaff,1021
1954,Ref_Scaff,1021
1955,Ref_Scaff,1021
1956,Ref_Scaff,1020
1957,Ref_Scaff,1020
1958,Ref_Scaff,1020
1959,Ref_Scaff,1019
1960,Ref_Scaff,1019
1961,Ref_Scaff,1019
1962,Ref_Scaff,1019
1963,Ref_Scaff,1019
1964,Ref_Scaff,1018
1965,Ref_Scaff,1018
1966,Ref_Scaff,1018
1967,Ref_Scaff,1018
1968,Ref_Scaff,1016
1969,Ref_Scaff,1016
1970,Ref_Scaff,1016
1971,Ref_Scaff,1015
1972,Ref_Scaff,1015
1973,Ref_Scaff,1014
1974,Ref_Scaff,1014
1975,Ref_Scaff,1014
1976,Ref_Scaff,1014
1977,Ref_Scaff,1014
1978,Ref_Scaff,1013
1979,Ref_Scaff,1013
1980,Ref_Scaff,1013
1981,Ref_Scaff,1012
1982,Ref_Scaff,1012
1983,Ref_Scaff,1012
1984,Ref_Scaff,1012
1985,Ref_Scaff,1012
1986,Ref_Scaff,1011
1987,Ref_Scaff,1011
1988,Ref_Scaff,1011
1989,Ref_Scaff,1011
1990,Ref_Scaff,1010
1991,Ref_Scaff,1010
1992,Ref_Scaff,1010
1993,Ref_Scaff,1010
1994,Ref_Scaff,1008
1995,Ref_Scaff,1008
1996,Ref_Scaff,1008
1997,Ref_Scaff,1007
1998,Ref_Scaff,1007
1999,Ref_Scaff,1006
2000,Ref_Scaff,1006
2001,Ref_Scaff,1006
2002,Ref_Scaff,1005
2003,Ref_Scaff,1005
2004,Ref_Scaff,1005
2005,Ref_Scaff,1005
2006,Ref_Scaff,1005
2007,Ref_Scaff,1004
2008,Ref_Scaff,1004
2009,Ref_Scaff,1004
2010,Ref_Scaff,1004
2011,Ref_Scaff,1003
2012,Ref_Scaff,1001
2013,Ref_Scaff,1001
2014,Ref_Scaff,1001
2015,Ref_Scaff,1001
2016,Ref_Scaff,1001
2017,Ref_Scaff,564
2018,Ref_Scaff,544
2019,Ref_Ctg,27905053
2020,Ref_Ctg,21907215
2021,Ref_Ctg,21485538
2022,Ref_Ctg,19478218
2023,Ref_Ctg,17021040
2024,Ref_Ctg,5107766
2025,Ref_Ctg,4506129
2026,Ref_Ctg,1933284
2027,Ref_Ctg,1763709
2028,Ref_Ctg,1200662
2029,Ref_Ctg,1156776
2030,Ref_Ctg,1093371
2031,Ref_Ctg,947676
2032,Ref_Ctg,934603
2033,Ref_Ctg,839630
2034,Ref_Ctg,723319
2035,Ref_Ctg,666663
2036,Ref_Ctg,560967
2037,Ref_Ctg,533281
2038,Ref_Ctg,489812
2039,Ref_Ctg,475322
2040,Ref_Ctg,392358
2041,Ref_Ctg,353733
2042,Ref_Ctg,353239
2043,Ref_Ctg,326047
2044,Ref_Ctg,300074
2045,Ref_Ctg,231334
2046,Ref_Ctg,198153
2047,Ref_Ctg,178628
2048,Ref_Ctg,176605
2049,Ref_Ctg,174042
2050,Ref_Ctg,170808
2051,Ref_Ctg,162162
2052,Ref_Ctg,162054
2053,Ref_Ctg,159200
2054,Ref_Ctg,136040
2055,Ref_Ctg,130469
2056,Ref_Ctg,120223
2057,Ref_Ctg,115851
2058,Ref_Ctg,110697
2059,Ref_Ctg,107634
2060,Ref_Ctg,88768
2061,Ref_Ctg,86485
2062,Ref_Ctg,83949
2063,Ref_Ctg,81922
2064,Ref_Ctg,79459
2065,Ref_Ctg,79293
2066,Ref_Ctg,76224
2067,Ref_Ctg,71293
2068,Ref_Ctg,69921
2069,Ref_Ctg,68253
2070,Ref_Ctg,64906
2071,Ref_Ctg,60477
2072,Ref_Ctg,59515
2073,Ref_Ctg,59259
2074,Ref_Ctg,51887
2075,Ref_Ctg,50625
2076,Ref_Ctg,50414
2077,Ref_Ctg,49396
2078,Ref_Ctg,47397
2079,Ref_Ctg,45914
2080,Ref_Ctg,45241
2081,Ref_Ctg,45120
2082,Ref_Ctg,44178
2083,Ref_Ctg,44021
2084,Ref_Ctg,42157
2085,Ref_Ctg,40696
2086,Ref_Ctg,40176
2087,Ref_Ctg,37106
2088,Ref_Ctg,36785
2089,Ref_Ctg,36251
2090,Ref_Ctg,35302
2091,Ref_Ctg,34314
2092,Ref_Ctg,33635
2093,Ref_Ctg,33316
2094,Ref_Ctg,31460
2095,Ref_Ctg,31034
2096,Ref_Ctg,30445
2097,Ref_Ctg,29115
2098,Ref_Ctg,28305
2099,Ref_Ctg,27270
2100,Ref_Ctg,27147
2101,Ref_Ctg,25783
2102,Ref_Ctg,25746
2103,Ref_Ctg,25698
2104,Ref_Ctg,25171
2105,Ref_Ctg,24876
2106,Ref_Ctg,24683
2107,Ref_Ctg,24503
2108,Ref_Ctg,24380
2109,Ref_Ctg,23932
2110,Ref_Ctg,23913
2111,Ref_Ctg,23819
2112,Ref_Ctg,23520
2113,Ref_Ctg,23498
2114,Ref_Ctg,23354
2115,Ref_Ctg,22940
2116,Ref_Ctg,22604
2117,Ref_Ctg,22453
2118,Ref_Ctg,21921
2119,Ref_Ctg,21883
2120,Ref_Ctg,21565
2121,Ref_Ctg,21177
2122,Ref_Ctg,21147
2123,Ref_Ctg,20994
2124,Ref_Ctg,20763
2125,Ref_Ctg,20518
2126,Ref_Ctg,19958
2127,Ref_Ctg,19760
2128,Ref_Ctg,19524
2129,Ref_Ctg,18211
2130,Ref_Ctg,17516
2131,Ref_Ctg,17459
2132,Ref_Ctg,17072
2133,Ref_Ctg,17019
2134,Ref_Ctg,16631
2135,Ref_Ctg,16404
2136,Ref_Ctg,16252
2137,Ref_Ctg,15789
2138,Ref_Ctg,15660
2139,Ref_Ctg,14961
2140,Ref_Ctg,14793
2141,Ref_Ctg,14597
2142,Ref_Ctg,14285
2143,Ref_Ctg,14246
2144,Ref_Ctg,14179
2145,Ref_Ctg,13759
2146,Ref_Ctg,13750
2147,Ref_Ctg,13664
2148,Ref_Ctg,13640
2149,Ref_Ctg,13575
2150,Ref_Ctg,13455
2151,Ref_Ctg,13416
2152,Ref_Ctg,13185
2153,Ref_Ctg,13164
2154,Ref_Ctg,13157
2155,Ref_Ctg,13151
2156,Ref_Ctg,13142
2157,Ref_Ctg,13096
2158,Ref_Ctg,13045
2159,Ref_Ctg,13037
2160,Ref_Ctg,12747
2161,Ref_Ctg,12598
2162,Ref_Ctg,12168
2163,Ref_Ctg,12157
2164,Ref_Ctg,12024
2165,Ref_Ctg,12018
2166,Ref_Ctg,11993
2167,Ref_Ctg,11983
2168,Ref_Ctg,11753
2169,Ref_Ctg,11680
2170,Ref_Ctg,11260
2171,Ref_Ctg,11021
2172,Ref_Ctg,10541
2173,Ref_Ctg,10538
2174,Ref_Ctg,10162
2175,Ref_Ctg,10091
2176,Ref_Ctg,9865
2177,Ref_Ctg,9841
2178,Ref_Ctg,9666
2179,Ref_Ctg,9584
2180,Ref_Ctg,9394
2181,Ref_Ctg,9368
2182,Ref_Ctg,9110
2183,Ref_Ctg,8398
2184,Ref_Ctg,8346
2185,Ref_Ctg,8296
2186,Ref_Ctg,8007
2187,Ref_Ctg,8002
2188,Ref_Ctg,7722
2189,Ref_Ctg,7569
2190,Ref_Ctg,7557
2191,Ref_Ctg,7467
2192,Ref_Ctg,7314
2193,Ref_Ctg,7123
2194,Ref_Ctg,6936
2195,Ref_Ctg,6900
2196,Ref_Ctg,6840
2197,Ref_Ctg,6761
2198,Ref_Ctg,6698
2199,Ref_Ctg,6546
2200,Ref_Ctg,6515
2201,Ref_Ctg,6488
2202,Ref_Ctg,6294
2203,Ref_Ctg,6292
2204,Ref_Ctg,6265
2205,Ref_Ctg,6237
2206,Ref_Ctg,6193
2207,Ref_Ctg,6076
2208,Ref_Ctg,6044
2209,Ref_Ctg,6041
2210,Ref_Ctg,6000
2211,Ref_Ctg,5968
2212,Ref_Ctg,5952
2213,Ref_Ctg,5940
2214,Ref_Ctg,5891
2215,Ref_Ctg,5857
2216,Ref_Ctg,5832
2217,Ref_Ctg,5831
2218,Ref_Ctg,5807
2219,Ref_Ctg,5802
2220,Ref_Ctg,5772
2221,Ref_Ctg,5748
2222,Ref_Ctg,5698
2223,Ref_Ctg,5687
2224,Ref_Ctg,5641
2225,Ref_Ctg,5555
2226,Ref_Ctg,5538
2227,Ref_Ctg,5530
2228,Ref_Ctg,5498
2229,Ref_Ctg,5496
2230,Ref_Ctg,5477
2231,Ref_Ctg,5465
2232,Ref_Ctg,5463
2233,Ref_Ctg,5387
2234,Ref_Ctg,5383
2235,Ref_Ctg,5375
2236,Ref_Ctg,5365
2237,Ref_Ctg,5324
2238,Ref_Ctg,5316
2239,Ref_Ctg,5232
2240,Ref_Ctg,5195
2241,Ref_Ctg,5108
2242,Ref_Ctg,5104
2243,Ref_Ctg,5100
2244,Ref_Ctg,5098
2245,Ref_Ctg,5071
2246,Ref_Ctg,5061
2247,Ref_Ctg,5057
2248,Ref_Ctg,5054
2249,Ref_Ctg,5026
2250,Ref_Ctg,5000
2251,Ref_Ctg,4996
2252,Ref_Ctg,4994
2253,Ref_Ctg,4986
2254,Ref_Ctg,4933
2255,Ref_Ctg,4931
2256,Ref_Ctg,4917
2257,Ref_Ctg,4903
2258,Ref_Ctg,4900
2259,Ref_Ctg,4879
2260,Ref_Ctg,4865
2261,Ref_Ctg,4820
2262,Ref_Ctg,4785
2263,Ref_Ctg,4705
2264,Ref_Ctg,4701
2265,Ref_Ctg,4688
2266,Ref_Ctg,4684
2267,Ref_Ctg,4655
2268,Ref_Ctg,4641
2269,Ref_Ctg,4620
2270,Ref_Ctg,4581
2271,Ref_Ctg,4573
2272,Ref_Ctg,4521
2273,Ref_Ctg,4515
2274,Ref_Ctg,4471
2275,Ref_Ctg,4465
2276,Ref_Ctg,4436
2277,Ref_Ctg,4431
2278,Ref_Ctg,4424
2279,Ref_Ctg,4406
2280,Ref_Ctg,4400
2281,Ref_Ctg,4398
2282,Ref_Ctg,4395
2283,Ref_Ctg,4381
2284,Ref_Ctg,4378
2285,Ref_Ctg,4377
2286,Ref_Ctg,4370
2287,Ref_Ctg,4370
2288,Ref_Ctg,4368
2289,Ref_Ctg,4336
2290,Ref_Ctg,4310
2291,Ref_Ctg,4310
2292,Ref_Ctg,4295
2293,Ref_Ctg,4293
2294,Ref_Ctg,4289
2295,Ref_Ctg,4280
2296,Ref_Ctg,4272
2297,Ref_Ctg,4267
2298,Ref_Ctg,4231
2299,Ref_Ctg,4225
2300,Ref_Ctg,4222
2301,Ref_Ctg,4203
2302,Ref_Ctg,4201
2303,Ref_Ctg,4197
2304,Ref_Ctg,4187
2305,Ref_Ctg,4186
2306,Ref_Ctg,4183
2307,Ref_Ctg,4182
2308,Ref_Ctg,4174
2309,Ref_Ctg,4163
2310,Ref_Ctg,4150
2311,Ref_Ctg,4135
2312,Ref_Ctg,4089
2313,Ref_Ctg,4085
2314,Ref_Ctg,4072
2315,Ref_Ctg,4071
2316,Ref_Ctg,4070
2317,Ref_Ctg,4069
2318,Ref_Ctg,4059
2319,Ref_Ctg,4039
2320,Ref_Ctg,4037
2321,Ref_Ctg,4030
2322,Ref_Ctg,4013
2323,Ref_Ctg,4012
2324,Ref_Ctg,4006
2325,Ref_Ctg,3991
2326,Ref_Ctg,3984
2327,Ref_Ctg,3970
2328,Ref_Ctg,3964
2329,Ref_Ctg,3960
2330,Ref_Ctg,3944
2331,Ref_Ctg,3942
2332,Ref_Ctg,3941
2333,Ref_Ctg,3936
2334,Ref_Ctg,3924
2335,Ref_Ctg,3921
2336,Ref_Ctg,3913
2337,Ref_Ctg,3906
2338,Ref_Ctg,3871
2339,Ref_Ctg,3864
2340,Ref_Ctg,3858
2341,Ref_Ctg,3830
2342,Ref_Ctg,3818
2343,Ref_Ctg,3806
2344,Ref_Ctg,3806
2345,Ref_Ctg,3781
2346,Ref_Ctg,3775
2347,Ref_Ctg,3755
2348,Ref_Ctg,3746
2349,Ref_Ctg,3745
2350,Ref_Ctg,3737
2351,Ref_Ctg,3730
2352,Ref_Ctg,3717
2353,Ref_Ctg,3716
2354,Ref_Ctg,3713
2355,Ref_Ctg,3708
2356,Ref_Ctg,3692
2357,Ref_Ctg,3680
2358,Ref_Ctg,3665
2359,Ref_Ctg,3660
2360,Ref_Ctg,3648
2361,Ref_Ctg,3646
2362,Ref_Ctg,3638
2363,Ref_Ctg,3638
2364,Ref_Ctg,3622
2365,Ref_Ctg,3622
2366,Ref_Ctg,3614
2367,Ref_Ctg,3604
2368,Ref_Ctg,3603
2369,Ref_Ctg,3603
2370,Ref_Ctg,3602
2371,Ref_Ctg,3593
2372,Ref_Ctg,3593
2373,Ref_Ctg,3587
2374,Ref_Ctg,3583
2375,Ref_Ctg,3582
2376,Ref_Ctg,3574
2377,Ref_Ctg,3557
2378,Ref_Ctg,3554
2379,Ref_Ctg,3553
2380,Ref_Ctg,3553
2381,Ref_Ctg,3542
2382,Ref_Ctg,3527
2383,Ref_Ctg,3527
2384,Ref_Ctg,3525
2385,Ref_Ctg,3523
2386,Ref_Ctg,3502
2387,Ref_Ctg,3498
2388,Ref_Ctg,3498
2389,Ref_Ctg,3493
2390,Ref_Ctg,3490
2391,Ref_Ctg,3488
2392,Ref_Ctg,3484
2393,Ref_Ctg,3478
2394,Ref_Ctg,3478
2395,Ref_Ctg,3477
2396,Ref_Ctg,3473
2397,Ref_Ctg,3466
2398,Ref_Ctg,3466
2399,Ref_Ctg,3463
2400,Ref_Ctg,3462
2401,Ref_Ctg,3457
2402,Ref_Ctg,3454
2403,Ref_Ctg,3434
2404,Ref_Ctg,3431
2405,Ref_Ctg,3402
2406,Ref_Ctg,3396
2407,Ref_Ctg,3389
2408,Ref_Ctg,3386
2409,Ref_Ctg,3378
2410,Ref_Ctg,3374
2411,Ref_Ctg,3374
2412,Ref_Ctg,3373
2413,Ref_Ctg,3373
2414,Ref_Ctg,3367
2415,Ref_Ctg,3365
2416,Ref_Ctg,3352
2417,Ref_Ctg,3348
2418,Ref_Ctg,3347
2419,Ref_Ctg,3341
2420,Ref_Ctg,3316
2421,Ref_Ctg,3313
2422,Ref_Ctg,3310
2423,Ref_Ctg,3308
2424,Ref_Ctg,3302
2425,Ref_Ctg,3300
2426,Ref_Ctg,3299
2427,Ref_Ctg,3292
2428,Ref_Ctg,3286
2429,Ref_Ctg,3284
2430,Ref_Ctg,3277
2431,Ref_Ctg,3275
2432,Ref_Ctg,3268
2433,Ref_Ctg,3266
2434,Ref_Ctg,3262
2435,Ref_Ctg,3259
2436,Ref_Ctg,3259
2437,Ref_Ctg,3256
2438,Ref_Ctg,3254
2439,Ref_Ctg,3251
2440,Ref_Ctg,3239
2441,Ref_Ctg,3234
2442,Ref_Ctg,3223
2443,Ref_Ctg,3218
2444,Ref_Ctg,3213
2445,Ref_Ctg,3213
2446,Ref_Ctg,3211
2447,Ref_Ctg,3209
2448,Ref_Ctg,3206
2449,Ref_Ctg,3201
2450,Ref_Ctg,3201
2451,Ref_Ctg,3197
2452,Ref_Ctg,3196
2453,Ref_Ctg,3195
2454,Ref_Ctg,3195
2455,Ref_Ctg,3190
2456,Ref_Ctg,3185
2457,Ref_Ctg,3179
2458,Ref_Ctg,3175
2459,Ref_Ctg,3174
2460,Ref_Ctg,3173
2461,Ref_Ctg,3171
2462,Ref_Ctg,3162
2463,Ref_Ctg,3157
2464,Ref_Ctg,3156
2465,Ref_Ctg,3144
2466,Ref_Ctg,3141
2467,Ref_Ctg,3132
2468,Ref_Ctg,3129
2469,Ref_Ctg,3127
2470,Ref_Ctg,3123
2471,Ref_Ctg,3123
2472,Ref_Ctg,3120
2473,Ref_Ctg,3118
2474,Ref_Ctg,3102
2475,Ref_Ctg,3100
2476,Ref_Ctg,3100
2477,Ref_Ctg,3089
2478,Ref_Ctg,3085
2479,Ref_Ctg,3080
2480,Ref_Ctg,3079
2481,Ref_Ctg,3077
2482,Ref_Ctg,3076
2483,Ref_Ctg,3073
2484,Ref_Ctg,3073
2485,Ref_Ctg,3067
2486,Ref_Ctg,3065
2487,Ref_Ctg,3064
2488,Ref_Ctg,3059
2489,Ref_Ctg,3058
2490,Ref_Ctg,3046
2491,Ref_Ctg,3044
2492,Ref_Ctg,3043
2493,Ref_Ctg,3033
2494,Ref_Ctg,3024
2495,Ref_Ctg,3015
2496,Ref_Ctg,3013
2497,Ref_Ctg,3010
2498,Ref_Ctg,3009
2499,Ref_Ctg,3005
2500,Ref_Ctg,3004
2501,Ref_Ctg,2999
2502,Ref_Ctg,2999
2503,Ref_Ctg,2996
2504,Ref_Ctg,2996
2505,Ref_Ctg,2995
2506,Ref_Ctg,2993
2507,Ref_Ctg,2985
2508,Ref_Ctg,2984
2509,Ref_Ctg,2984
2510,Ref_Ctg,2983
2511,Ref_Ctg,2982
2512,Ref_Ctg,2982
2513,Ref_Ctg,2976
2514,Ref_Ctg,2971
2515,Ref_Ctg,2971
2516,Ref_Ctg,2964
2517,Ref_Ctg,2957
2518,Ref_Ctg,2956
2519,Ref_Ctg,2956
2520,Ref_Ctg,2947
2521,Ref_Ctg,2943
2522,Ref_Ctg,2937
2523,Ref_Ctg,2928
2524,Ref_Ctg,2927
2525,Ref_Ctg,2926
2526,Ref_Ctg,2926
2527,Ref_Ctg,2924
2528,Ref_Ctg,2922
2529,Ref_Ctg,2922
2530,Ref_Ctg,2919
2531,Ref_Ctg,2914
2532,Ref_Ctg,2911
2533,Ref_Ctg,2910
2534,Ref_Ctg,2905
2535,Ref_Ctg,2904
2536,Ref_Ctg,2904
2537,Ref_Ctg,2903
2538,Ref_Ctg,2899
2539,Ref_Ctg,2892
2540,Ref_Ctg,2889
2541,Ref_Ctg,2884
2542,Ref_Ctg,2882
2543,Ref_Ctg,2882
2544,Ref_Ctg,2882
2545,Ref_Ctg,2881
2546,Ref_Ctg,2881
2547,Ref_Ctg,2878
2548,Ref_Ctg,2877
2549,Ref_Ctg,2876
2550,Ref_Ctg,2876
2551,Ref_Ctg,2871
2552,Ref_Ctg,2871
2553,Ref_Ctg,2869
2554,Ref_Ctg,2860
2555,Ref_Ctg,2860
2556,Ref_Ctg,2859
2557,Ref_Ctg,2858
2558,Ref_Ctg,2855
2559,Ref_Ctg,2848
2560,Ref_Ctg,2847
2561,Ref_Ctg,2846
2562,Ref_Ctg,2844
2563,Ref_Ctg,2841
2564,Ref_Ctg,2836
2565,Ref_Ctg,2834
2566,Ref_Ctg,2833
2567,Ref_Ctg,2830
2568,Ref_Ctg,2829
2569,Ref_Ctg,2829
2570,Ref_Ctg,2828
2571,Ref_Ctg,2825
2572,Ref_Ctg,2823
2573,Ref_Ctg,2822
2574,Ref_Ctg,2822
2575,Ref_Ctg,2820
2576,Ref_Ctg,2819
2577,Ref_Ctg,2815
2578,Ref_Ctg,2814
2579,Ref_Ctg,2811
2580,Ref_Ctg,2806
2581,Ref_Ctg,2806
2582,Ref_Ctg,2804
2583,Ref_Ctg,2804
2584,Ref_Ctg,2799
2585,Ref_Ctg,2796
2586,Ref_Ctg,2795
2587,Ref_Ctg,2795
2588,Ref_Ctg,2794
2589,Ref_Ctg,2793
2590,Ref_Ctg,2791
2591,Ref_Ctg,2790
2592,Ref_Ctg,2787
2593,Ref_Ctg,2784
2594,Ref_Ctg,2783
2595,Ref_Ctg,2781
2596,Ref_Ctg,2765
2597,Ref_Ctg,2762
2598,Ref_Ctg,2751
2599,Ref_Ctg,2750
2600,Ref_Ctg,2745
2601,Ref_Ctg,2744
2602,Ref_Ctg,2742
2603,Ref_Ctg,2736
2604,Ref_Ctg,2735
2605,Ref_Ctg,2733
2606,Ref_Ctg,2732
2607,Ref_Ctg,2729
2608,Ref_Ctg,2725
2609,Ref_Ctg,2717
2610,Ref_Ctg,2715
2611,Ref_Ctg,2709
2612,Ref_Ctg,2709
2613,Ref_Ctg,2708
2614,Ref_Ctg,2706
2615,Ref_Ctg,2703
2616,Ref_Ctg,2698
2617,Ref_Ctg,2697
2618,Ref_Ctg,2694
2619,Ref_Ctg,2689
2620,Ref_Ctg,2688
2621,Ref_Ctg,2688
2622,Ref_Ctg,2688
2623,Ref_Ctg,2686
2624,Ref_Ctg,2677
2625,Ref_Ctg,2671
2626,Ref_Ctg,2670
2627,Ref_Ctg,2670
2628,Ref_Ctg,2668
2629,Ref_Ctg,2668
2630,Ref_Ctg,2667
2631,Ref_Ctg,2665
2632,Ref_Ctg,2663
2633,Ref_Ctg,2647
2634,Ref_Ctg,2646
2635,Ref_Ctg,2641
2636,Ref_Ctg,2639
2637,Ref_Ctg,2637
2638,Ref_Ctg,2636
2639,Ref_Ctg,2635
2640,Ref_Ctg,2618
2641,Ref_Ctg,2618
2642,Ref_Ctg,2614
2643,Ref_Ctg,2612
2644,Ref_Ctg,2611
2645,Ref_Ctg,2605
2646,Ref_Ctg,2604
2647,Ref_Ctg,2603
2648,Ref_Ctg,2603
2649,Ref_Ctg,2591
2650,Ref_Ctg,2588
2651,Ref_Ctg,2586
2652,Ref_Ctg,2584
2653,Ref_Ctg,2583
2654,Ref_Ctg,2577
2655,Ref_Ctg,2577
2656,Ref_Ctg,2576
2657,Ref_Ctg,2575
2658,Ref_Ctg,2575
2659,Ref_Ctg,2574
2660,Ref_Ctg,2571
2661,Ref_Ctg,2561
2662,Ref_Ctg,2560
2663,Ref_Ctg,2557
2664,Ref_Ctg,2556
2665,Ref_Ctg,2556
2666,Ref_Ctg,2549
2667,Ref_Ctg,2547
2668,Ref_Ctg,2546
2669,Ref_Ctg,2541
2670,Ref_Ctg,2536
2671,Ref_Ctg,2529
2672,Ref_Ctg,2529
2673,Ref_Ctg,2529
2674,Ref_Ctg,2524
2675,Ref_Ctg,2521
2676,Ref_Ctg,2520
2677,Ref_Ctg,2520
2678,Ref_Ctg,2517
2679,Ref_Ctg,2516
2680,Ref_Ctg,2511
2681,Ref_Ctg,2511
2682,Ref_Ctg,2510
2683,Ref_Ctg,2508
2684,Ref_Ctg,2505
2685,Ref_Ctg,2504
2686,Ref_Ctg,2502
2687,Ref_Ctg,2500
2688,Ref_Ctg,2494
2689,Ref_Ctg,2491
2690,Ref_Ctg,2487
2691,Ref_Ctg,2482
2692,Ref_Ctg,2479
2693,Ref_Ctg,2473
2694,Ref_Ctg,2470
2695,Ref_Ctg,2463
2696,Ref_Ctg,2463
2697,Ref_Ctg,2454
2698,Ref_Ctg,2451
2699,Ref_Ctg,2447
2700,Ref_Ctg,2446
2701,Ref_Ctg,2442
2702,Ref_Ctg,2439
2703,Ref_Ctg,2438
2704,Ref_Ctg,2438
2705,Ref_Ctg,2438
2706,Ref_Ctg,2435
2707,Ref_Ctg,2434
2708,Ref_Ctg,2434
2709,Ref_Ctg,2432
2710,Ref_Ctg,2431
2711,Ref_Ctg,2429
2712,Ref_Ctg,2428
2713,Ref_Ctg,2425
2714,Ref_Ctg,2425
2715,Ref_Ctg,2425
2716,Ref_Ctg,2421
2717,Ref_Ctg,2421
2718,Ref_Ctg,2419
2719,Ref_Ctg,2417
2720,Ref_Ctg,2413
2721,Ref_Ctg,2412
2722,Ref_Ctg,2409
2723,Ref_Ctg,2400
2724,Ref_Ctg,2394
2725,Ref_Ctg,2393
2726,Ref_Ctg,2392
2727,Ref_Ctg,2390
2728,Ref_Ctg,2390
2729,Ref_Ctg,2389
2730,Ref_Ctg,2385
2731,Ref_Ctg,2385
2732,Ref_Ctg,2385
2733,Ref_Ctg,2384
2734,Ref_Ctg,2384
2735,Ref_Ctg,2383
2736,Ref_Ctg,2382
2737,Ref_Ctg,2381
2738,Ref_Ctg,2381
2739,Ref_Ctg,2379
2740,Ref_Ctg,2379
2741,Ref_Ctg,2375
2742,Ref_Ctg,2372
2743,Ref_Ctg,2370
2744,Ref_Ctg,2369
2745,Ref_Ctg,2366
2746,Ref_Ctg,2363
2747,Ref_Ctg,2360
2748,Ref_Ctg,2357
2749,Ref_Ctg,2356
2750,Ref_Ctg,2355
2751,Ref_Ctg,2354
2752,Ref_Ctg,2354
2753,Ref_Ctg,2353
2754,Ref_Ctg,2352
2755,Ref_Ctg,2344
2756,Ref_Ctg,2344
2757,Ref_Ctg,2342
2758,Ref_Ctg,2342
2759,Ref_Ctg,2340
2760,Ref_Ctg,2335
2761,Ref_Ctg,2334
2762,Ref_Ctg,2333
2763,Ref_Ctg,2330
2764,Ref_Ctg,2328
2765,Ref_Ctg,2328
2766,Ref_Ctg,2326
2767,Ref_Ctg,2325
2768,Ref_Ctg,2322
2769,Ref_Ctg,2318
2770,Ref_Ctg,2318
2771,Ref_Ctg,2317
2772,Ref_Ctg,2315
2773,Ref_Ctg,2314
2774,Ref_Ctg,2311
2775,Ref_Ctg,2309
2776,Ref_Ctg,2308
2777,Ref_Ctg,2307
2778,Ref_Ctg,2303
2779,Ref_Ctg,2302
2780,Ref_Ctg,2296
2781,Ref_Ctg,2295
2782,Ref_Ctg,2293
2783,Ref_Ctg,2291
2784,Ref_Ctg,2289
2785,Ref_Ctg,2287
2786,Ref_Ctg,2286
2787,Ref_Ctg,2284
2788,Ref_Ctg,2283
2789,Ref_Ctg,2282
2790,Ref_Ctg,2276
2791,Ref_Ctg,2273
2792,Ref_Ctg,2270
2793,Ref_Ctg,2269
2794,Ref_Ctg,2269
2795,Ref_Ctg,2266
2796,Ref_Ctg,2264
2797,Ref_Ctg,2259
2798,Ref_Ctg,2259
2799,Ref_Ctg,2253
2800,Ref_Ctg,2253
2801,Ref_Ctg,2248
2802,Ref_Ctg,2247
2803,Ref_Ctg,2246
2804,Ref_Ctg,2237
2805,Ref_Ctg,2234
2806,Ref_Ctg,2232
2807,Ref_Ctg,2232
2808,Ref_Ctg,2228
2809,Ref_Ctg,2227
2810,Ref_Ctg,2223
2811,Ref_Ctg,2223
2812,Ref_Ctg,2221
2813,Ref_Ctg,2221
2814,Ref_Ctg,2220
2815,Ref_Ctg,2220
2816,Ref_Ctg,2217
2817,Ref_Ctg,2216
2818,Ref_Ctg,2216
2819,Ref_Ctg,2210
2820,Ref_Ctg,2209
2821,Ref_Ctg,2207
2822,Ref_Ctg,2206
2823,Ref_Ctg,2205
2824,Ref_Ctg,2202
2825,Ref_Ctg,2201
2826,Ref_Ctg,2201
2827,Ref_Ctg,2200
2828,Ref_Ctg,2198
2829,Ref_Ctg,2198
2830,Ref_Ctg,2197
2831,Ref_Ctg,2196
2832,Ref_Ctg,2193
2833,Ref_Ctg,2192
2834,Ref_Ctg,2190
2835,Ref_Ctg,2189
2836,Ref_Ctg,2189
2837,Ref_Ctg,2187
2838,Ref_Ctg,2185
2839,Ref_Ctg,2183
2840,Ref_Ctg,2178
2841,Ref_Ctg,2177
2842,Ref_Ctg,2176
2843,Ref_Ctg,2173
2844,Ref_Ctg,2167
2845,Ref_Ctg,2166
2846,Ref_Ctg,2165
2847,Ref_Ctg,2162
2848,Ref_Ctg,2161
2849,Ref_Ctg,2161
2850,Ref_Ctg,2157
2851,Ref_Ctg,2154
2852,Ref_Ctg,2147
2853,Ref_Ctg,2145
2854,Ref_Ctg,2141
2855,Ref_Ctg,2139
2856,Ref_Ctg,2138
2857,Ref_Ctg,2132
2858,Ref_Ctg,2129
2859,Ref_Ctg,2127
2860,Ref_Ctg,2126
2861,Ref_Ctg,2124
2862,Ref_Ctg,2124
2863,Ref_Ctg,2119
2864,Ref_Ctg,2117
2865,Ref_Ctg,2115
2866,Ref_Ctg,2114
2867,Ref_Ctg,2113
2868,Ref_Ctg,2113
2869,Ref_Ctg,2113
2870,Ref_Ctg,2112
2871,Ref_Ctg,2112
2872,Ref_Ctg,2109
2873,Ref_Ctg,2108
2874,Ref_Ctg,2107
2875,Ref_Ctg,2105
2876,Ref_Ctg,2105
2877,Ref_Ctg,2103
2878,Ref_Ctg,2102
